GEOID,N,Y,total_hh,home_charge_perc
06037221710,504,455,959,0.4744525547445255
06037221810,563,357,920,0.38804347826086955
06037221820,637,277,914,0.30306345733041573
06037221900,549,353,902,0.39135254988913526
06037222001,290,638,928,0.6875
06037222002,486,865,1351,0.6402664692820134
06037222100,572,636,1208,0.5264900662251656
06037222200,696,500,1196,0.4180602006688963
06037222500,476,784,1260,0.6222222222222222
06037222600,879,805,1684,0.47802850356294535
06037222700,100,35,135,0.25925925925925924
06037224010,1130,403,1533,0.2628832354859752
06037224020,652,291,943,0.30858960763520676
06037224200,471,266,737,0.36092265943012214
06037224310,463,197,660,0.29848484848484846
06037224320,763,362,1125,0.3217777777777778
06037224410,607,483,1090,0.44311926605504587
06037224420,527,226,753,0.300132802124834
06037224600,497,322,819,0.39316239316239315
06037224700,664,285,949,0.30031612223393045
06037226001,265,339,604,0.5612582781456954
06037226002,789,319,1108,0.2879061371841155
06037226410,489,395,884,0.4468325791855204
06037226420,627,657,1284,0.5116822429906542
06037226700,680,837,1517,0.5517468688200395
06037227010,531,597,1128,0.5292553191489362
06037227020,371,399,770,0.5181818181818182
06037228100,412,604,1016,0.594488188976378
06037228210,448,555,1003,0.5533399800598205
06037228220,388,534,922,0.579175704989154
06037228310,481,563,1044,0.539272030651341
06037228320,321,388,709,0.5472496473906912
06037228410,311,412,723,0.5698478561549101
06037228420,356,359,715,0.5020979020979021
06037228500,467,721,1188,0.6069023569023569
06037228600,511,648,1159,0.5591026747195859
06037228710,438,557,995,0.5597989949748744
06037228720,395,649,1044,0.6216475095785441
06037228800,486,703,1189,0.5912531539108494
06037228900,415,299,714,0.41876750700280113
06037229100,320,701,1021,0.6865817825661117
06037229200,551,633,1184,0.5346283783783784
06037229300,582,788,1370,0.5751824817518248
06037229410,354,459,813,0.5645756457564576
06037229420,446,672,1118,0.6010733452593918
06037231100,454,238,692,0.3439306358381503
06037231210,688,468,1156,0.40484429065743943
06037231220,785,499,1284,0.3886292834890966
06037231300,706,1008,1714,0.588098016336056
06037231400,610,944,1554,0.6074646074646075
06037231500,454,989,1443,0.6853776853776854
06037231600,928,1144,2072,0.5521235521235521
06037231710,867,456,1323,0.34467120181405897
06037231720,929,595,1524,0.39041994750656167
06037231800,761,649,1410,0.4602836879432624
06037231900,693,848,1541,0.5502920181700195
06037232110,465,421,886,0.4751693002257336
06037232120,680,677,1357,0.498894620486367
06037232200,403,506,909,0.5566556655665567
06037232300,350,793,1143,0.6937882764654418
06037232400,590,1353,1943,0.6963458569222851
06037232500,658,813,1471,0.5526852481305234
06037232600,653,1256,1909,0.6579360921948664
06037232700,670,972,1642,0.5919610231425091
06037232800,417,578,995,0.5809045226130654
06037234000,607,1425,2032,0.7012795275590551
06037234200,266,901,1167,0.7720651242502142
06037234300,1468,808,2276,0.35500878734622143
06037234501,188,741,929,0.7976318622174381
06037234502,573,623,1196,0.5209030100334449
06037234600,446,1260,1706,0.738569753810082
06037234700,571,876,1447,0.6053904630269523
06037234800,379,828,1207,0.6859983429991715
06037234901,728,397,1125,0.35288888888888886
06037234902,953,617,1570,0.39299363057324843
06037235100,347,1327,1674,0.7927120669056152
06037235201,250,729,979,0.7446373850868233
06037235202,988,953,1941,0.4909840288511077
06037236000,961,1228,2189,0.5609867519415258
06037236100,1990,996,2986,0.333556597454789
06037236202,1863,647,2510,0.25776892430278886
06037236203,1113,359,1472,0.24388586956521738
06037236204,1027,346,1373,0.2520029133284778
06037236400,992,1113,2105,0.5287410926365795
06037237101,556,613,1169,0.5243798118049615
06037237102,408,523,931,0.5617615467239527
06037237201,296,715,1011,0.7072205736894164
06037237202,513,881,1394,0.6319942611190817
06037237300,638,1279,1917,0.667188315075639
06037237401,308,787,1095,0.7187214611872146
06037237402,334,697,1031,0.6760426770126091
06037237500,481,401,882,0.4546485260770975
06037237600,627,603,1230,0.4902439024390244
06037237710,621,523,1144,0.4571678321678322
06037237720,465,441,906,0.4867549668874172
06037237800,435,963,1398,0.6888412017167382
06037237900,410,998,1408,0.7088068181818182
06037238000,826,1516,2342,0.6473099914602903
06037238100,655,1168,1823,0.6407021393307735
06037238200,790,1382,2172,0.6362799263351749
06037238310,886,606,1492,0.4061662198391421
06037238320,648,495,1143,0.4330708661417323
06037238400,584,1322,1906,0.6935991605456453
06037239201,426,532,958,0.5553235908141962
06037239202,499,677,1176,0.5756802721088435
06037239310,421,588,1009,0.5827552031714569
06037239320,306,542,848,0.6391509433962265
06037239330,228,455,683,0.6661786237188873
06037239501,323,604,927,0.651564185544768
06037239502,377,543,920,0.5902173913043478
06037239601,357,534,891,0.5993265993265994
06037239602,398,495,893,0.5543113101903695
06037239701,429,685,1114,0.6149012567324955
06037239702,495,601,1096,0.5483576642335767
06037239801,363,530,893,0.593505039193729
06037239802,585,808,1393,0.5800430725053841
06037240010,477,507,984,0.5152439024390244
06037240020,427,856,1283,0.6671862821512081
06037240200,653,753,1406,0.5355618776671408
06037240300,791,845,1636,0.5165036674816625
06037240401,676,810,1486,0.5450874831763123
06037240402,434,790,1224,0.6454248366013072
06037240500,694,1043,1737,0.6004605641911341
06037240600,479,837,1316,0.6360182370820668
06037240700,566,1129,1695,0.6660766961651917
06037240800,360,794,1154,0.6880415944540728
06037240900,497,986,1483,0.6648685097774781
06037241001,472,691,1163,0.5941530524505589
06037241002,377,662,1039,0.6371511068334937
06037241110,263,532,795,0.6691823899371069
06037241120,558,761,1319,0.5769522365428355
06037241201,302,566,868,0.652073732718894
06037241202,640,956,1596,0.5989974937343359
06037241300,324,420,744,0.5645161290322581
06037241400,406,556,962,0.577962577962578
06037242000,464,610,1074,0.5679702048417132
06037242100,517,234,751,0.31158455392809586
06037242200,715,946,1661,0.5695364238410596
06037242300,605,671,1276,0.5258620689655172
06037242600,935,446,1381,0.3229543808834178
06037242700,378,903,1281,0.7049180327868853
06037243000,323,1027,1350,0.7607407407407407
06037243100,743,787,1530,0.5143790849673202
06037261101,194,1187,1381,0.8595220854453295
06037261102,183,1284,1467,0.8752556237218814
06037261200,292,1311,1603,0.817841547099189
06037262100,155,976,1131,0.8629531388152077
06037262200,443,1323,1766,0.7491506228765572
06037262301,126,733,859,0.8533178114086146
06037262302,363,831,1194,0.6959798994974874
06037262303,132,954,1086,0.8784530386740331
06037262400,149,952,1101,0.8646684831970936
06037262501,293,1104,1397,0.7902648532569793
06037262601,292,1057,1349,0.7835433654558932
06037262604,557,1860,2417,0.7695490277203144
06037262704,585,1024,1609,0.6364201367308887
06037262706,342,972,1314,0.7397260273972602
06037262802,264,1063,1327,0.8010550113036925
06037264000,283,928,1211,0.7663088356729976
06037264102,1141,508,1649,0.3080654942389327
06037264103,1050,414,1464,0.2827868852459016
06037264301,2305,864,3169,0.27264121173871886
06037264302,1742,1220,2962,0.41188386225523294
06037265100,565,699,1264,0.553006329113924
06037265201,424,436,860,0.5069767441860465
06037265202,1302,571,1873,0.30485851575013345
06037265303,1102,375,1477,0.25389302640487477
06037265304,603,236,839,0.28128724672228844
06037265305,1149,426,1575,0.2704761904761905
06037265410,193,417,610,0.6836065573770492
06037265420,236,515,751,0.6857523302263648
06037265510,1541,659,2200,0.29954545454545456
06037265520,1559,731,2290,0.31921397379912664
06037265601,898,474,1372,0.3454810495626822
06037265602,923,532,1455,0.3656357388316151
06037265700,1488,905,2393,0.37818637693272045
06037267100,1658,1209,2867,0.4216951517265434
06037267200,1875,1066,2941,0.3624617477048623
06037267300,1441,581,2022,0.2873392680514342
06037267402,2003,704,2707,0.26006649427410417
06037267403,1249,440,1689,0.2605091770278271
06037267404,1192,430,1622,0.2651048088779285
06037267501,1980,771,2751,0.2802617230098146
06037267502,937,714,1651,0.43246517262265294
06037267600,603,715,1318,0.5424886191198786
06037267700,1105,560,1665,0.33633633633633636
06037267800,463,701,1164,0.602233676975945
06037267901,981,440,1421,0.30964109781843774
06037267902,781,762,1543,0.4938431626701231
06037269000,826,1203,2029,0.5929029078363726
06037269100,1057,824,1881,0.4380648591174907
06037269300,288,1201,1489,0.80658159838818
06037269500,195,1109,1304,0.8504601226993865
06037269601,689,346,1035,0.3342995169082126
06037269602,736,425,1161,0.3660637381567614
06037269700,744,883,1627,0.5427166564228642
06037269800,1001,547,1548,0.35335917312661497
06037269903,1256,449,1705,0.26334310850439885
06037269904,1556,592,2148,0.2756052141527002
06037269905,1069,355,1424,0.24929775280898878
06037269906,1155,409,1564,0.2615089514066496
06037269907,1057,327,1384,0.23627167630057805
06037270100,1713,619,2332,0.26543739279588335
06037270200,638,633,1271,0.4980330448465775
06037270300,344,629,973,0.6464542651593012
06037271100,264,670,934,0.7173447537473233
06037271200,795,382,1177,0.324553950722175
06037271300,753,1268,2021,0.6274121721919842
06037271400,189,1121,1310,0.8557251908396947
06037271500,514,835,1349,0.6189770200148258
06037271600,1152,784,1936,0.4049586776859504
06037271701,1583,1094,2677,0.40866641763167727
06037271702,1261,632,1893,0.3338615953512942
06037271801,965,639,1604,0.3983790523690773
06037271802,1719,883,2602,0.3393543428132206
06037271901,746,663,1409,0.47054648687012063
06037271902,1038,813,1851,0.4392220421393841
06037272100,646,1188,1834,0.6477644492911668
06037272201,794,303,1097,0.27620783956244305
06037272202,1052,536,1588,0.33753148614609574
06037272301,660,633,1293,0.4895591647331787
06037272302,1283,579,1862,0.3109559613319012
06037273100,468,750,1218,0.6157635467980296
06037273200,723,809,1532,0.5280678851174935
06037273300,820,654,1474,0.44369063772048845
06037273402,1211,605,1816,0.3331497797356828
06037273502,970,692,1662,0.41636582430806257
06037273600,296,785,1081,0.7261794634597595
06037273700,514,729,1243,0.586484312148029
06037273800,735,764,1499,0.5096731154102735
06037273902,985,1141,2126,0.5366886171213546
06037274100,1394,932,2326,0.4006878761822872
06037274202,1203,1082,2285,0.4735229759299781
06037275101,184,286,470,0.6085106382978723
06037275102,827,594,1421,0.4180154820548909
06037275200,1079,642,1721,0.37303893085415457
06037275302,1381,1275,2656,0.48004518072289154
06037275311,1021,1316,2337,0.5631151048352588
06037275400,1165,951,2116,0.4494328922495274
06037275500,1139,768,1907,0.40272679601468275
06037275602,3902,1761,5663,0.3109659191241391
06037275603,397,791,1188,0.6658249158249159
06037276000,780,1739,2519,0.6903533148074633
06037276100,1894,943,2837,0.33239337328163554
06037276400,203,1285,1488,0.8635752688172043
06037276500,171,539,710,0.7591549295774648
06037276601,583,1041,1624,0.6410098522167488
06037276603,2341,838,3179,0.26360490720352314
06037276604,1535,891,2426,0.36727122835943943
06037277000,590,1615,2205,0.7324263038548753
06037277100,186,939,1125,0.8346666666666667
06037277200,754,255,1009,0.2527254707631318
06037277400,258,83,341,0.2434017595307918
06037278001,346,647,993,0.6515609264853978
06037278102,737,777,1514,0.5132100396301189
06037291110,797,543,1340,0.4052238805970149
06037291120,333,315,648,0.4861111111111111
06037291130,261,724,985,0.7350253807106599
06037291210,689,914,1603,0.5701809107922645
06037291220,509,528,1037,0.5091610414657667
06037291300,299,808,1107,0.7299006323396567
06037292000,1056,903,1959,0.4609494640122512
06037293201,882,1147,2029,0.5653031049778215
06037293202,977,805,1782,0.45173961840628507
06037293301,277,788,1065,0.739906103286385
06037293302,628,1028,1656,0.6207729468599034
06037293304,699,761,1460,0.5212328767123288
06037293306,220,574,794,0.7229219143576826
06037293307,580,334,914,0.36542669584245074
06037294110,339,775,1114,0.6956912028725314
06037294120,199,382,581,0.657487091222031
06037294200,354,1013,1367,0.7410387710314558
06037294301,160,528,688,0.7674418604651163
06037294302,459,736,1195,0.6158995815899582
06037294410,878,756,1634,0.46266829865361075
06037294421,542,453,995,0.4552763819095477
06037294510,430,649,1079,0.6014828544949027
06037294520,412,494,906,0.5452538631346578
06037294610,511,649,1160,0.5594827586206896
06037294620,381,718,1099,0.6533212010919017
06037294701,553,342,895,0.38212290502793295
06037294810,579,446,1025,0.4351219512195122
06037294820,514,360,874,0.41189931350114417
06037294830,545,493,1038,0.4749518304431599
06037294900,463,470,933,0.5037513397642015
06037295103,727,1270,1997,0.6359539308963446
06037296210,533,474,1007,0.47070506454816285
06037296220,1178,597,1775,0.3363380281690141
06037296300,1106,948,2054,0.46153846153846156
06037296401,454,814,1268,0.6419558359621451
06037296402,239,877,1116,0.78584229390681
06037296500,542,764,1306,0.5849923430321593
06037296600,1022,926,1948,0.4753593429158111
06037296901,1022,613,1635,0.3749235474006116
06037296902,988,690,1678,0.41120381406436235
06037297000,832,1505,2337,0.6439880188275567
06037297110,901,657,1558,0.4216944801026958
06037297120,583,476,1059,0.449480642115203
06037297201,905,562,1467,0.3830947511929107
06037297202,585,814,1399,0.581844174410293
06037297300,300,472,772,0.6113989637305699
06037297400,371,1135,1506,0.7536520584329349
06037297500,675,1417,2092,0.6773422562141491
06037297601,696,517,1213,0.42621599340478156
06037297602,846,866,1712,0.5058411214953271
06037300100,257,1689,1946,0.867934224049332
06037300200,529,1334,1863,0.7160493827160493
06037300301,357,1704,2061,0.826783114992722
06037300400,525,1549,2074,0.7468659594985535
06037300501,189,866,1055,0.8208530805687204
06037300502,1160,1249,2409,0.518472395184724
06037300600,1854,1724,3578,0.48183342649524874
06037300701,396,1680,2076,0.8092485549132948
06037300702,367,1524,1891,0.8059227921734532
06037300800,1216,1560,2776,0.5619596541786743
06037300901,384,1819,2203,0.825692237857467
06037300902,94,647,741,0.873144399460189
06037301000,1085,1000,2085,0.47961630695443647
06037301100,1453,1365,2818,0.4843860894251242
06037301203,1197,687,1884,0.3646496815286624
06037301204,1532,591,2123,0.2783796514366463
06037301205,144,603,747,0.8072289156626506
06037301206,1051,810,1861,0.4352498656636217
06037301300,100,600,700,0.8571428571428571
06037301400,197,1116,1313,0.84996191926885
06037301501,92,462,554,0.8339350180505415
06037301502,1633,826,2459,0.33590890605937374
06037301601,1469,904,2373,0.38095238095238093
06037301602,897,711,1608,0.44216417910447764
06037301701,485,655,1140,0.5745614035087719
06037301702,1232,832,2064,0.40310077519379844
06037301801,1658,606,2264,0.2676678445229682
06037301802,1288,635,1923,0.33021320852834113
06037301900,2177,1066,3243,0.32870798643231575
06037302002,1277,445,1722,0.2584204413472706
06037302003,983,421,1404,0.29985754985754987
06037302004,1125,478,1603,0.29819089207735494
06037302102,1247,1251,2498,0.5008006405124099
06037302103,1269,663,1932,0.34316770186335405
06037302104,1066,443,1509,0.2935719019218025
06037302201,1317,558,1875,0.2976
06037302202,1340,648,1988,0.32595573440643866
06037302301,952,451,1403,0.32145402708481824
06037302302,1373,589,1962,0.30020387359836903
06037302401,1646,824,2470,0.33360323886639676
06037302503,982,410,1392,0.29454022988505746
06037302504,1037,463,1500,0.30866666666666664
06037302505,1157,363,1520,0.2388157894736842
06037302506,746,615,1361,0.4518736223365173
06037310100,267,1691,1958,0.8636363636363636
06037310201,1008,1071,2079,0.5151515151515151
06037310202,956,881,1837,0.47958628198149156
06037310300,145,907,1052,0.8621673003802282
06037310400,349,893,1242,0.7190016103059581
06037310501,731,612,1343,0.45569620253164556
06037310601,1382,980,2362,0.41490262489415747
06037310602,543,510,1053,0.4843304843304843
06037310701,794,307,1101,0.27883742052679383
06037310702,2537,949,3486,0.2722317842799771
06037310703,1401,640,2041,0.3135717785399314
06037310800,774,1204,1978,0.6086956521739131
06037310900,614,1797,2411,0.7453338863542098
06037311000,465,921,1386,0.6645021645021645
06037311100,273,1106,1379,0.8020304568527918
06037311200,490,809,1299,0.6227867590454196
06037311300,354,1152,1506,0.7649402390438247
06037311400,230,744,974,0.7638603696098563
06037311500,1023,1351,2374,0.5690817186183657
06037311600,2236,1373,3609,0.38043779440288167
06037311700,922,1629,2551,0.6385731085848687
06037311801,766,538,1304,0.4125766871165644
06037311802,952,520,1472,0.3532608695652174
06037320100,446,1440,1886,0.7635206786850477
06037320201,712,596,1308,0.45565749235474007
06037320202,319,1123,1442,0.7787794729542302
06037320300,633,1300,1933,0.6725297465080187
06037400204,244,1854,2098,0.8836987607244995
06037400205,121,806,927,0.8694714131607335
06037400206,256,1497,1753,0.8539646320593268
06037400207,208,1260,1468,0.8583106267029973
06037400302,367,766,1133,0.676081200353045
06037400304,1053,1512,2565,0.5894736842105263
06037400402,306,1050,1356,0.7743362831858407
06037400403,339,953,1292,0.7376160990712074
06037400404,201,1202,1403,0.8567355666429081
06037400501,79,582,661,0.8804841149773072
06037400602,427,862,1289,0.6687354538401862
06037400603,680,1047,1727,0.6062536189924725
06037400604,449,775,1224,0.6331699346405228
06037400800,297,823,1120,0.7348214285714286
06037400900,338,1187,1525,0.778360655737705
06037401001,122,891,1013,0.8795656465942744
06037401002,615,869,1484,0.5855795148247979
06037401101,900,1097,1997,0.5493239859789685
06037401102,477,757,1234,0.6134521880064829
06037401201,176,831,1007,0.82522343594836145
06037401202,248,1125,1373,0.8193736343772761
06037401203,439,1242,1681,0.7388459250446163
06037401303,112,589,701,0.8402282453637661
06037401304,248,1600,1848,0.8658008658008658
06037401311,617,1507,2124,0.7095103578154426
06037401312,578,1331,1909,0.6972236773179675
06037401500,611,1287,1898,0.678082191780822
06037401601,784,1463,2247,0.6510903426791277
06037401602,733,1302,2035,0.6398034398034398
06037401603,402,898,1300,0.6907692307692308
06037401701,512,1159,1671,0.6935966487133453
06037401703,661,772,1433,0.5387299371946964
06037401704,834,1283,2117,0.6060462919225319
06037401800,657,2103,2760,0.7619565217391304
06037401901,46,81,127,0.6377952755905512
06037401902,1125,1551,2676,0.5795964125560538
06037402001,493,631,1124,0.5613879003558719
06037402002,566,1009,1575,0.6406349206349207
06037402101,215,838,1053,0.7958214624881291
06037402102,295,921,1216,0.7574013157894737
06037402200,440,1571,2011,0.7812033814022874
06037402301,446,872,1318,0.661608497723824
06037402303,489,607,1096,0.5538321167883211
06037402304,452,486,938,0.5181236673773987
06037402402,756,1130,1886,0.5991516436903499
06037402403,264,683,947,0.7212249208025343
06037402404,4,1,5,0.2
06037402405,99,547,646,0.846749226006192
06037402406,385,797,1182,0.6742808798646363
06037402501,595,715,1310,0.5458015267175572
06037402502,689,1094,1783,0.6135726303982053
06037402600,825,1517,2342,0.647736976942784
06037402702,815,750,1565,0.4792332268370607
06037402703,411,870,1281,0.6791569086651054
06037402705,130,710,840,0.8452380952380952
06037402706,208,762,970,0.7855670103092783
06037402801,455,671,1126,0.5959147424511545
06037402803,242,483,725,0.6662068965517242
06037402804,434,502,936,0.5363247863247863
06037402902,521,1010,1531,0.6596995427824951
06037402903,296,686,982,0.6985743380855397
06037402904,139,654,793,0.8247162673392182
06037403000,280,1236,1516,0.8153034300791556
06037403303,152,569,721,0.7891816920943134
06037403304,320,1328,1648,0.8058252427184466
06037403305,181,516,697,0.7403156384505022
06037403312,406,1196,1602,0.7465667915106118
06037403316,698,1687,2385,0.7073375262054508
06037403317,200,1227,1427,0.8598458304134547
06037403318,480,1448,1928,0.7510373443983402
06037403319,600,994,1594,0.6235884567126725
06037403320,311,1261,1572,0.8021628498727735
06037403321,396,1541,1937,0.7955601445534332
06037403322,268,953,1221,0.7805077805077805
06037403323,483,1275,1758,0.7252559726962458
06037403324,659,1456,2115,0.6884160756501182
06037403325,348,1341,1689,0.7939609236234458
06037403401,237,1348,1585,0.8504731861198738
06037403402,176,901,1077,0.8365831012070566
06037403403,202,1345,1547,0.8694246929541047
06037403404,97,667,764,0.8730366492146597
06037403405,69,464,533,0.8705440900562852
06037403406,251,635,886,0.7167042889390519
06037403407,83,619,702,0.8817663817663818
06037403408,313,1662,1975,0.8415189873417721
06037403500,128,426,554,0.7689530685920578
06037403600,578,1515,2093,0.7238413760152891
06037403702,179,930,1109,0.8385933273219116
06037403703,376,1155,1531,0.7544088830829523
06037403721,509,1097,1606,0.6830635118306351
06037403722,790,938,1728,0.5428240740740741
06037403801,695,1230,1925,0.638961038961039
06037403802,794,1124,1918,0.5860271115745568
06037403901,156,755,911,0.8287596048298573
06037403902,405,1089,1494,0.7289156626506024
06037404000,408,891,1299,0.6859122401847575
06037404100,417,1041,1458,0.7139917695473251
06037404201,366,621,987,0.6291793313069909
06037404202,244,487,731,0.6662106703146374
06037404301,606,780,1386,0.5627705627705628
06037404302,174,398,572,0.6958041958041958
06037404401,232,734,966,0.7598343685300207
06037404402,221,881,1102,0.7994555353901996
06037404501,226,445,671,0.6631892697466468
06037404503,240,471,711,0.6624472573839663
06037404504,615,681,1296,0.5254629629629629
06037404600,78,314,392,0.8010204081632653
06037404701,307,931,1238,0.7520193861066236
06037404702,460,940,1400,0.6714285714285714
06037404703,303,453,756,0.5992063492063492
06037404801,707,1172,1879,0.6237360298030867
06037404802,411,648,1059,0.6118980169971672
06037404803,169,276,445,0.6202247191011236
06037404901,352,937,1289,0.7269200930954228
06037404902,183,776,959,0.8091762252346194
06037404903,197,502,699,0.7181688125894135
06037405001,218,1139,1357,0.8393515106853353
06037405002,144,538,682,0.7888563049853372
06037405101,224,936,1160,0.8068965517241379
06037405102,509,855,1364,0.6268328445747801
06037405201,483,865,1348,0.6416913946587537
06037405202,351,861,1212,0.7103960396039604
06037405203,145,650,795,0.8176100628930818
06037405301,443,576,1019,0.5652600588812562
06037405302,455,1033,1488,0.6942204301075269
06037405400,167,1096,1263,0.8677751385589866
06037405500,421,1423,1844,0.7716919739696312
06037405600,372,1231,1603,0.767935121646912
06037405701,347,768,1115,0.6887892376681615
06037405702,436,1045,1481,0.7056043214044565
06037405800,451,1190,1641,0.7251675807434491
06037405900,359,831,1190,0.6983193277310924
06037406000,373,1134,1507,0.7524883875248839
06037406101,439,767,1206,0.6359867330016584
06037406102,1206,952,2158,0.4411492122335496
06037406200,914,974,1888,0.5158898305084746
06037406300,483,1190,1673,0.7112970711297071
06037406402,59,504,563,0.8952042628774423
06037406411,105,408,513,0.7953216374269005
06037406412,123,625,748,0.8355614973262032
06037406500,566,1304,1870,0.6973262032085561
06037406601,205,1186,1391,0.8526240115025162
06037406602,280,996,1276,0.780564263322884
06037406701,272,597,869,0.6869965477560415
06037406702,740,1035,1775,0.5830985915492958
06037406800,221,1056,1277,0.826938136256852
06037406901,347,804,1151,0.6985230234578628
06037406902,204,658,862,0.7633410672853829
06037407001,317,942,1259,0.7482128673550437
06037407002,101,646,747,0.8647925033467202
06037407101,371,796,1167,0.6820908311910883
06037407102,279,951,1230,0.7731707317073171
06037407200,374,1215,1589,0.7646318439269981
06037407301,194,879,1073,0.8191985088536813
06037407302,95,673,768,0.8763020833333334
06037407400,70,455,525,0.8666666666666667
06037407501,294,731,1025,0.713170731707317
06037407502,154,705,859,0.8207217694994179
06037407601,492,624,1116,0.5591397849462365
06037407602,234,703,937,0.7502668089647813
06037407701,484,675,1159,0.5823986194995686
06037407702,339,1272,1611,0.7895716945996276
06037407801,171,914,1085,0.8423963133640553
06037407802,125,649,774,0.838501291989664
06037407900,257,1273,1530,0.8320261437908497
06037408003,301,975,1276,0.7641065830721003
06037408004,383,456,839,0.5435041716328963
06037408005,471,1116,1587,0.7032136105860114
06037408006,385,581,966,0.6014492753623188
06037408133,683,837,1520,0.5506578947368421
06037408134,174,593,767,0.7731421121251629
06037408135,347,817,1164,0.7018900343642611
06037408136,173,831,1004,0.8276892430278885
06037408137,683,651,1334,0.48800599700149927
06037408138,335,872,1207,0.7224523612261806
06037408139,142,693,835,0.829940119760479
06037408140,157,603,760,0.7934210526315789
06037408141,235,877,1112,0.7886690647482014
06037408202,113,356,469,0.7590618336886994
06037408211,776,1024,1800,0.5688888888888889
06037408212,257,1121,1378,0.8134978229317852
06037408301,235,1004,1239,0.8103309120258273
06037408302,130,940,1070,0.8785046728971962
06037408303,218,967,1185,0.8160337552742616
06037408401,319,918,1237,0.7421180274858529
06037408402,408,1478,1886,0.7836691410392365
06037408501,225,581,806,0.7208436724565757
06037408503,246,1727,1973,0.8753167764825139
06037408504,537,1046,1583,0.660770688566014
06037408505,141,628,769,0.8166449934980494
06037408623,333,637,970,0.656701030927835
06037408624,152,810,962,0.841995841995842
06037408625,241,1083,1324,0.81797583081571
06037408626,505,823,1328,0.6197289156626506
06037408627,133,789,922,0.8557483731019523
06037408628,597,1269,1866,0.680064308681672
06037408629,187,739,926,0.7980561555075594
06037408630,95,439,534,0.8220973782771536
06037408631,238,1128,1366,0.8257686676427526
06037408703,275,1653,1928,0.8573651452282157
06037408704,392,650,1042,0.6238003838771593
06037408705,308,1289,1597,0.8071383844708829
06037408706,66,411,477,0.8616352201257862
06037408722,237,937,1174,0.7981260647359455
06037408723,125,693,818,0.8471882640586798
06037408724,1122,430,1552,0.2770618556701031
06037408800,851,610,1461,0.41752224503764546
06037430002,819,1590,2409,0.660024906600249
06037430003,192,1415,1607,0.880522713130056
06037430101,980,927,1907,0.48610382800209756
06037430102,330,879,1209,0.7270471464019851
06037430200,133,260,393,0.6615776081424937
06037430301,276,1235,1511,0.8173395102581072
06037430302,579,1604,2183,0.7347686669720568
06037430400,261,1203,1464,0.8217213114754098
06037430501,296,1370,1666,0.8223289315726291
06037430502,1143,1855,2998,0.6187458305537025
06037430600,202,1231,1433,0.8590369853454292
06037430701,592,1320,1912,0.6903765690376569
06037430721,607,715,1322,0.5408472012102874
06037430723,1001,628,1629,0.38551258440761205
06037430724,1227,668,1895,0.3525065963060686
06037430801,1169,1181,2350,0.5025531914893617
06037430802,293,1059,1352,0.783284023668639
06037430803,356,1463,1819,0.8042880703683343
06037430901,764,805,1569,0.5130656469088591
06037430902,714,822,1536,0.53515625
06037431001,1294,1355,2649,0.5115137787844469
06037431002,470,770,1240,0.6209677419354839
06037431100,825,1251,2076,0.6026011560693642
06037431200,286,1204,1490,0.8080536912751678
06037431300,182,668,850,0.7858823529411765
06037431400,267,1045,1312,0.7964939024390244
06037431501,571,1095,1666,0.6572629051620649
06037431502,324,1083,1407,0.7697228144989339
06037431600,256,1043,1299,0.8029253271747498
06037431700,416,1630,2046,0.7966764418377321
06037431800,569,1284,1853,0.6929303831624393
06037431900,491,967,1458,0.6632373113854595
