GEOID,N,Y,total_hh,home_charge_perc
06081612700,89,690,779,0.8857509627727856
06081612800,146,916,1062,0.8625235404896422
06081612900,420,1352,1772,0.7629796839729119
06081613000,590,796,1386,0.5743145743145743
06081613200,456,2033,2489,0.816793893129771
06081613300,106,827,933,0.8863879957127545
06081613400,141,952,1093,0.8709972552607502
06081613501,405,1136,1541,0.737183646982479
06081613502,491,1913,2404,0.7957570715474209
06081613600,515,1757,2272,0.7733274647887324
06081613700,1116,2515,3631,0.6926466538143762
06081613800,273,1095,1368,0.8004385964912281
06081613900,571,1660,2231,0.7440609592111161
06081614000,502,1316,1818,0.7238723872387238
06083000101,952,1353,2305,0.5869848156182212
06083000102,1063,1230,2293,0.5364151766245093
06083000103,204,1048,1252,0.8370607028753994
06083000200,1105,1086,2191,0.4956640803286171
06083000301,722,478,1200,0.3983333333333333
06083000302,1121,896,2017,0.4442240951908775
06083000400,1221,1445,2666,0.5420105026256564
06083000501,241,1128,1369,0.8239590942293645
06083000502,601,1860,2461,0.7557903291344982
06083000600,665,1659,2324,0.713855421686747
06083000700,693,1535,2228,0.6889587073608617
06083000801,402,793,1195,0.6635983263598326
06083000804,1102,1066,2168,0.49169741697416974
06083000900,1061,714,1775,0.40225352112676055
06083001000,1739,1336,3075,0.43447154471544713
06083001101,607,984,1591,0.6184789440603394
06083001102,743,621,1364,0.45527859237536655
06083001203,585,689,1274,0.5408163265306123
06083001206,1026,616,1642,0.3751522533495737
06083001208,636,1052,1688,0.6232227488151659
06083001304,921,2186,3107,0.7035725780495655
06083001306,472,1033,1505,0.6863787375415282
06083001402,561,892,1453,0.6139022711631108
06083001500,195,916,1111,0.8244824482448245
06083001601,475,1461,1936,0.7546487603305785
06083001604,1012,973,1985,0.490176322418136
06083001704,617,476,1093,0.4354986276303751
06083001706,449,1294,1743,0.7423981640849111
06083001800,85,336,421,0.7980997624703088
06083001901,753,2055,2808,0.7318376068376068
06083001903,811,1794,2605,0.6886756238003838
06083001905,218,868,1086,0.7992633517495396
06083001906,426,1892,2318,0.816220880069025
06083002005,366,1569,1935,0.8108527131782945
06083002006,149,756,905,0.8353591160220994
06083002007,1137,2631,3768,0.6982484076433121
06083002008,609,1648,2257,0.7301727957465662
06083002009,282,1078,1360,0.7926470588235294
06083002010,207,1352,1559,0.8672225785760103
06083002011,462,1290,1752,0.7363013698630136
06083002012,266,996,1262,0.7892234548335975
06083002013,188,833,1021,0.8158667972575906
06083002101,537,818,1355,0.603690036900369
06083002102,222,555,777,0.7142857142857143
06083002103,786,651,1437,0.453027139874739
06083002205,503,822,1325,0.6203773584905661
06083002206,669,860,1529,0.5624591236102028
06083002209,257,619,876,0.70662100456621
06083002210,178,1340,1518,0.8827404479578392
06083002211,634,1497,2131,0.7024870952604411
06083002303,229,1119,1348,0.8301186943620178
06083002304,564,740,1304,0.5674846625766872
06083002305,331,1137,1468,0.7745231607629428
06083002306,469,1902,2371,0.8021931674398988
06083002402,1463,2052,3515,0.5837837837837838
06083002403,843,656,1499,0.437625083388926
06083002404,1081,693,1774,0.3906426155580609
06083002502,662,1415,2077,0.6812710640346654
06083002604,24,22,46,0.4782608695652174
06083002606,314,711,1025,0.6936585365853658
06083002702,1339,899,2238,0.401697944593387
06083002703,406,948,1354,0.7001477104874446
06083002705,691,747,1438,0.519471488178025
06083002706,855,948,1803,0.5257903494176372
06083002707,356,586,942,0.6220806794055201
06083002708,375,679,1054,0.644212523719165
06083002802,704,1649,2353,0.7008074798130047
06083002806,201,632,833,0.75870348139255706
06083002808,591,2206,2797,0.7887021809081158
06083002809,231,1458,1689,0.8632326820603907
06083002906,216,991,1207,0.8210439105219552
06083002907,255,1116,1371,0.8140043763676149
06083002909,302,1354,1656,0.8176328502415459
06083002913,485,973,1458,0.6673525377229081
06083002914,488,798,1286,0.6205287713841369
06083002915,216,136,352,0.38636363636363635
06083002922,579,367,946,0.3879492600422833
06083002924,1169,412,1581,0.2605945604048071
06083002926,1296,537,1833,0.29296235679214405
06083002928,925,458,1383,0.33116413593637023
06083002930,1684,1428,3112,0.4588688946015424
06083002932,240,569,809,0.7033374536464772
06083003001,1359,890,2249,0.3957314361938639
06083003004,264,1302,1566,0.8314176245210728
06083003005,438,1106,1544,0.716321243523316
06083003007,368,1059,1427,0.7421163279607569
06083003102,213,919,1132,0.8118374558303887
06085500100,1060,1557,2617,0.5949560565533053
06085500200,1140,878,2018,0.43508424182358774
06085500300,691,811,1502,0.5399467376830892
06085500400,492,553,1045,0.5291866028708134
06085500500,650,1443,2093,0.6894409937888198
06085500600,1323,1180,2503,0.47143427886536154
06085500800,1467,761,2228,0.34156193895870735
06085500901,1569,602,2171,0.27729157070474436
06085500902,375,187,562,0.33274021352313166
06085501000,1562,772,2334,0.33076263924592975
06085501101,1219,780,1999,0.3901950975487744
06085501102,314,1021,1335,0.7647940074906368
06085501200,457,811,1268,0.639589905362776
06085501300,439,645,1084,0.5950184501845018
06085501401,581,466,1047,0.44508118433619864
06085501402,362,451,813,0.5547355473554736
06085501501,537,729,1266,0.5758293838862559
06085501502,496,739,1235,0.5983805668016194
06085501600,1517,1036,2553,0.4057971014492754
06085501700,688,678,1366,0.49633967789165445
06085501800,479,1291,1770,0.7293785310734463
06085501900,1752,981,2733,0.3589462129527991
06085502001,853,1164,2017,0.5770946950917204
06085502002,969,850,1819,0.4672897196261682
06085502101,712,1235,1947,0.6343091936312275
06085502102,1452,1201,2653,0.45269506219374295
06085502201,2101,1033,3134,0.3296107211231653
06085502202,608,733,1341,0.546607009694258
06085502301,478,873,1351,0.6461880088823094
06085502302,642,632,1274,0.49607535321821034
06085502400,768,2152,2920,0.736986301369863
06085502500,410,1959,2369,0.8269311945968764
06085502601,431,748,1179,0.6344359626802375
06085502603,242,759,1001,0.7582417582417582
06085502604,1453,646,2099,0.3077656026679371
06085502701,834,1109,1943,0.570766855378281
06085502702,1048,2034,3082,0.6599610642439974
06085502800,202,1157,1359,0.8513612950699043
06085502901,697,1510,2207,0.6841866787494336
06085502902,562,2250,2812,0.8001422475106685
06085502903,274,1645,1919,0.8572173006774362
06085502906,502,1006,1508,0.6671087533156499
06085502907,161,1127,1288,0.875
06085502908,607,1769,2376,0.7445286195286195
06085502909,851,1170,2021,0.5789213260762
06085502910,620,786,1406,0.5590327169274538
06085503001,274,1315,1589,0.8275645059786029
06085503002,264,976,1240,0.7870967741935484
06085503003,237,1601,1838,0.8710554951033732
06085503105,427,335,762,0.43963254593175854
06085503108,1499,1549,3048,0.5082020997375328
06085503110,657,473,1130,0.41858407079646015
06085503111,237,831,1068,0.7780898876404494
06085503112,816,715,1531,0.46701502286087526
06085503113,579,746,1325,0.5630188679245283
06085503115,1322,1698,3020,0.562251655629139
06085503116,1188,1119,2307,0.4850455136540962
06085503117,401,385,786,0.48982188295165396
06085503118,978,675,1653,0.40834845735027225
06085503121,898,591,1489,0.39691067830758897
06085503122,763,524,1287,0.40714840714840717
06085503123,1005,615,1620,0.37962962962962965
06085503204,825,1441,2266,0.6359223300970874
06085503207,156,895,1051,0.851569933396765
06085503208,139,748,887,0.8432919954904171
06085503210,195,798,993,0.8036253776435045
06085503211,201,975,1176,0.8290816326530612
06085503212,151,835,986,0.8468559837728195
06085503213,485,786,1271,0.6184107002360346
06085503214,1078,1271,2349,0.5410813111962537
06085503217,430,702,1132,0.6201413427561837
06085503218,567,620,1187,0.5223251895534962
06085503304,740,1092,1832,0.5960698689956332
06085503305,431,1050,1481,0.7089804186360568
06085503306,179,743,922,0.8058568329718004
06085503312,211,869,1080,0.8046296296296296
06085503313,185,1129,1314,0.8592085235920852
06085503315,608,1456,2064,0.7054263565891473
06085503321,127,997,1124,0.8870106761565836
06085503322,155,898,1053,0.8528015194681862
06085503323,216,1020,1236,0.8252427184466019
06085503324,121,771,892,0.8643497757847534
06085503325,182,987,1169,0.844311377245509
06085503326,197,1606,1803,0.8907376594564614
06085503327,317,1046,1363,0.7674247982391783
06085503329,214,915,1129,0.8104517271922055
06085503330,398,1739,2137,0.8137576041179223
06085503331,379,979,1358,0.7209131075110456
06085503332,730,1839,2569,0.7158427403659011
06085503333,254,1096,1350,0.8118518518518518
06085503334,375,2234,2609,0.8562667688769644
06085503336,186,689,875,0.7874285714285715
06085503337,263,694,957,0.7251828631138976
06085503401,171,779,950,0.82
06085503402,526,634,1160,0.5465517241379311
06085503504,224,970,1194,0.8123953098827471
06085503506,402,848,1250,0.6784
06085503507,65,315,380,0.8289473684210527
06085503508,242,1099,1341,0.819537658463833
06085503509,151,743,894,0.831096196868009
06085503510,440,946,1386,0.6825396825396826
06085503511,131,724,855,0.8467836257309942
06085503601,410,492,902,0.5454545454545454
06085503602,567,812,1379,0.5888324873096447
06085503703,308,618,926,0.6673866090712743
06085503707,578,846,1424,0.5941011235955056
06085503708,283,494,777,0.6357786357786358
06085503709,1247,734,1981,0.37051993942453304
06085503710,562,522,1084,0.48154981549815495
06085503711,343,714,1057,0.6754966887417219
06085503712,914,506,1420,0.3563380281690141
06085503713,777,349,1126,0.3099467140319716
06085503802,556,1766,2322,0.7605512489233419
06085503803,378,990,1368,0.7236842105263158
06085503804,555,1108,1663,0.6662657847263981
06085503902,452,1085,1537,0.7059206245933637
06085503903,234,715,949,0.7534246575342466
06085504001,620,917,1537,0.5966167859466494
06085504002,478,897,1375,0.6523636363636364
06085504101,181,910,1091,0.8340971585701191
06085504102,233,1088,1321,0.8236184708554126
06085504201,330,1283,1613,0.7954122752634842
06085504202,210,1186,1396,0.8495702005730659
06085504307,436,1330,1766,0.753114382785957
06085504308,333,1191,1524,0.781496062992126
06085504311,860,1726,2586,0.6674400618716164
06085504314,192,1121,1313,0.8537699923838538
06085504315,443,1503,1946,0.7723535457348407
06085504316,401,1024,1425,0.7185964912280701
06085504317,197,1020,1217,0.838126540673788
06085504318,670,1023,1693,0.6042528056704075
06085504319,680,1781,2461,0.7236895570906136
06085504320,114,723,837,0.8637992831541219
06085504321,538,1119,1657,0.6753168376584189
06085504322,1183,930,2113,0.4401325130146711
06085504323,743,1114,1857,0.5998922994076468
06085504410,306,866,1172,0.7389078498293515
06085504411,291,1239,1530,0.8098039215686275
06085504412,547,792,1339,0.5914861837191935
06085504413,297,432,729,0.5925925925925926
06085504414,250,1329,1579,0.8416719442685244
06085504415,268,1354,1622,0.8347718865598027
06085504416,258,831,1089,0.7630853994490359
06085504417,15,92,107,0.8598130841121495
06085504418,656,779,1435,0.5428571428571428
06085504420,340,1162,1502,0.7736351531291611
06085504421,243,1152,1395,0.8258064516129032
06085504422,224,829,1053,0.7872744539411206
06085504423,92,580,672,0.8630952380952381
06085504504,1838,1806,3644,0.495609220636663
06085504505,1256,1792,3048,0.5879265091863517
06085504506,1030,1169,2199,0.5316052751250568
06085504507,472,1313,1785,0.7355742296918768
06085504601,136,229,365,0.6273972602739726
06085504602,196,432,628,0.6878980891719745
06085504700,81,62,143,0.43356643356643354
06085504802,633,1061,1694,0.6263282172373081
06085504803,1530,1251,2781,0.44983818770226536
06085504805,1472,1485,2957,0.5021981738248225
06085504806,157,639,796,0.8027638190954773
06085504901,2282,1680,3962,0.42402826855123676
06085505001,1563,2025,3588,0.56438127090301
06085505006,3749,1586,5335,0.297282099343955
06085505007,293,660,953,0.6925498426023085
06085505008,2605,884,3489,0.2533677271424477
06085505009,2558,1545,4103,0.37655374116500123
06085505100,1263,776,2039,0.3805787150564002
06085505202,1532,1006,2538,0.3963750985027581
06085505203,575,707,1282,0.5514820592823713
06085505301,825,933,1758,0.5307167235494881
06085505302,540,963,1503,0.6407185628742516
06085505303,1117,1001,2118,0.4726156751652502
06085505304,152,915,1067,0.8575445173383318
06085505305,746,1374,2120,0.6481132075471698
06085505401,1497,1217,2714,0.44841562269712604
06085505402,432,698,1130,0.6176991150442478
06085505403,1869,1463,3332,0.43907563025210083
06085505500,597,1000,1597,0.6261740763932373
06085505600,595,567,1162,0.4879518072289157
06085505700,1180,1066,2246,0.4746215494211932
06085505800,427,1157,1584,0.7304292929292929
06085505900,1469,1736,3205,0.5416536661466459
06085506000,647,1115,1762,0.6328036322360954
06085506101,398,1162,1560,0.7448717948717949
06085506102,594,1008,1602,0.6292134831460674
06085506103,448,1211,1659,0.729957805907173
06085506202,914,1650,2564,0.6435257410296412
06085506203,1542,758,2300,0.32956521739130434
06085506204,624,1402,2026,0.6920039486673247
06085506301,1276,962,2238,0.4298480786416443
06085506302,718,1549,2267,0.6832818703131892
06085506304,1284,877,2161,0.4058306339657566
06085506305,1442,970,2412,0.4021558872305141
06085506401,1247,983,2230,0.4408071748878924
06085506402,1113,1076,2189,0.4915486523526725
06085506501,1507,948,2455,0.38615071283095725
06085506502,926,891,1817,0.49036873968079253
06085506503,1471,1250,2721,0.4593899301727306
06085506601,720,965,1685,0.5727002967359051
06085506603,265,1089,1354,0.8042836041358936
06085506604,525,2093,2618,0.7994652406417112
06085506605,725,899,1624,0.5535714285714286
06085506606,614,889,1503,0.5914836992681304
06085506701,248,1014,1262,0.803486529318542
06085506702,682,1192,1874,0.6360725720384205
06085506703,499,809,1308,0.6185015290519877
06085506801,654,1424,2078,0.685274302213667
06085506802,490,1392,1882,0.7396386822529224
06085506803,601,1749,2350,0.7442553191489362
06085506804,260,1081,1341,0.8061148396718867
06085506900,539,2157,2696,0.8000741839762612
06085507001,934,2023,2957,0.6841393304024349
06085507002,133,855,988,0.8653846153846154
06085507100,650,694,1344,0.5163690476190477
06085507203,478,696,1174,0.5928449744463373
06085507205,427,1440,1867,0.7712908409212641
06085507206,95,769,864,0.8900462962962963
06085507301,538,1930,2468,0.7820097244732577
06085507302,214,794,1008,0.7876984126984127
06085507401,299,1693,1992,0.8498995983935743
06085507402,291,1146,1437,0.7974947807933194
06085507500,289,1789,2078,0.8609239653512993
06085507600,346,1689,2035,0.82997542997543
06085507701,282,1044,1326,0.7873303167420814
06085507702,286,1780,2066,0.861568247821878
06085507703,936,1814,2750,0.6596363636363637
06085507805,1076,968,2044,0.4735812133072407
06085507806,1054,960,2014,0.4766633565044687
06085507807,313,737,1050,0.7019047619047619
06085507808,363,1412,1775,0.7954929577464789
06085507903,297,1300,1597,0.8140262993112085
06085507904,137,947,1084,0.8736162361623616
06085507905,954,1159,2113,0.5485092285849503
06085507906,171,1206,1377,0.8758169934640523
06085508001,1261,1650,2911,0.5668155273102027
06085508003,287,489,776,0.6301546391752577
06085508004,609,1386,1995,0.6947368421052632
06085508101,859,1473,2332,0.6316466552315609
06085508102,594,734,1328,0.552710843373494
06085508202,804,1824,2628,0.6940639269406392
06085508203,479,1322,1801,0.7340366463076069
06085508204,416,1024,1440,0.7111111111111111
06085508301,331,1242,1573,0.789574062301335
06085508303,107,765,872,0.8772935779816514
06085508304,1715,1304,3019,0.43193110301424315
06085508401,738,1740,2478,0.7021791767554479
06085508403,215,833,1048,0.7948473282442748
06085508404,799,1595,2394,0.66624895572264
06085508503,1443,1119,2562,0.43676814988290397
06085508504,2185,1163,3348,0.3473715651135006
06085508505,840,1079,1919,0.5622720166753518
06085508507,895,407,1302,0.31259600614439326
06085508508,831,1149,1980,0.5803030303030303
06085508601,307,1032,1339,0.7707244212098581
06085508602,1300,942,2242,0.4201605709188225
06085508703,1738,1425,3163,0.4505216566550743
06085508704,1651,1359,3010,0.4514950166112957
06085508800,747,697,1444,0.4826869806094183
06085508900,764,885,1649,0.5366889023650697
06085509000,1052,1501,2553,0.5879357618488054
06085509102,1349,936,2285,0.40962800875273525
06085509105,1712,1365,3077,0.4436139096522587
06085509106,906,776,1682,0.46135552913198574
06085509107,1446,499,1945,0.2565552699228792
06085509108,1127,798,1925,0.41454545454545455
06085509109,1015,1078,2093,0.5150501672240803
06085509201,1491,1094,2585,0.42321083172147
06085509202,764,1031,1795,0.5743732590529248
06085509302,370,869,1239,0.7013720742534302
06085509303,1056,678,1734,0.39100346020761245
06085509304,731,684,1415,0.4833922261484099
06085509401,1070,646,1716,0.3764568764568765
06085509403,1680,586,2266,0.2586054721977052
06085509404,1789,1052,2841,0.37029215065117915
06085509500,1480,795,2275,0.34945054945054943
06085509600,869,726,1595,0.45517241379310347
06085509700,639,797,1436,0.5550139275766016
06085509801,807,1472,2279,0.6458973233874507
06085509802,328,821,1149,0.7145343777197564
06085509901,153,588,741,0.7935222672064778
06085509902,536,1309,1845,0.7094850948509485
06085510001,271,1741,2012,0.8653081510934394
06085510002,173,1077,1250,0.8616
06085510100,142,895,1037,0.863066538090646
06085510200,182,1252,1434,0.8730822873082287
06085510300,611,1105,1716,0.6439393939393939
06085510400,332,970,1302,0.7450076804915514
06085510500,427,1266,1693,0.7477849970466627
06085510600,808,1404,2212,0.6347197106690777
06085510700,928,1097,2025,0.5417283950617284
06085510801,801,1465,2266,0.646513680494263
06085510802,178,526,704,0.7471590909090909
06085510803,339,692,1031,0.6711930164888458
06085510900,586,1487,2073,0.7173178967679691
06085511000,780,1613,2393,0.674049310488926
06085511100,278,1574,1852,0.8498920086393088
06085511200,335,1396,1731,0.806470248411323
06085511301,854,895,1749,0.5117209834190967
06085511302,1270,733,2003,0.3659510733899151
06085511400,284,1012,1296,0.7808641975308642
06085511500,1162,1793,2955,0.6067681895093062
06085511608,78,28,106,0.2641509433962264
06085511609,1260,455,1715,0.2653061224489796
06085511701,215,1337,1552,0.8614690721649485
06085511702,112,798,910,0.8769230769230769
06085511704,218,1435,1653,0.868118572292801
06085511705,75,294,369,0.7967479674796748
06085511707,382,829,1211,0.6845582163501238
06085511800,212,1256,1468,0.8555858310626703
06085511905,181,839,1020,0.8225490196078431
06085511907,226,1125,1351,0.8327165062916358
06085511909,387,2265,2652,0.8540723981900452
06085511910,153,925,1078,0.8580705009276438
06085511911,564,1299,1863,0.6972624798711755
06085511912,236,1526,1762,0.8660612939841089
06085511913,168,1233,1401,0.880085653104925
06085511914,283,1589,1872,0.8488247863247863
06085511915,608,549,1157,0.47450302506482284
06085511916,391,1273,1664,0.7650240384615384
06085512001,338,1728,2066,0.8363988383349468
06085512005,346,1794,2140,0.8383177570093457
06085512017,493,1652,2145,0.7701631701631702
06085512019,508,996,1504,0.6622340425531915
06085512020,1541,1021,2562,0.3985167837626854
06085512021,497,1585,2082,0.7612872238232469
06085512022,819,1031,1850,0.5572972972972973
06085512023,1072,908,1980,0.4585858585858586
06085512024,683,1081,1764,0.61281179138322
06085512025,198,837,1035,0.808695652173913
06085512026,474,878,1352,0.6494082840236687
06085512027,695,868,1563,0.5553422904670505
06085512029,564,1743,2307,0.7555266579973993
06085512030,146,852,998,0.8537074148296593
06085512031,208,1164,1372,0.8483965014577259
06085512032,141,911,1052,0.8659695817490495
06085512033,1484,1935,3419,0.5659549575899385
06085512034,212,794,1006,0.7892644135188867
06085512035,233,1170,1403,0.8339272986457591
06085512036,940,952,1892,0.5031712473572939
06085512037,151,854,1005,0.8497512437810946
06085512038,539,563,1102,0.5108892921960072
06085512039,320,1131,1451,0.7794624396967609
06085512042,330,548,878,0.6241457858769932
06085512043,760,817,1577,0.5180722891566265
06085512045,272,1528,1800,0.8488888888888889
06085512047,298,1410,1708,0.8255269320843092
06085512052,926,820,1746,0.46964490263459335
06085512053,412,1045,1457,0.7172271791352093
06085512100,73,396,469,0.8443496801705757
06085512200,250,1253,1503,0.833666001330672
06085512305,274,1309,1583,0.8269109286165508
06085512307,590,1822,2412,0.7553897180762852
06085512308,352,2290,2642,0.8667676003028009
06085512309,332,1424,1756,0.8109339407744874
06085512310,729,1089,1818,0.599009900990099
06085512311,434,887,1321,0.6714610143830432
06085512312,328,933,1261,0.7398889770023791
06085512313,533,603,1136,0.5308098591549296
06085512314,710,1527,2237,0.6826106392489942
06085512401,265,1058,1323,0.799697656840514
06085512402,291,1152,1443,0.7983367983367984
06085512503,371,2268,2639,0.8594164456233422
06085512505,837,1464,2301,0.636245110821382
06085512506,643,1305,1948,0.669917864476386
06085512508,873,1680,2553,0.6580493537015276
06085512509,416,1206,1622,0.7435265104808878
06085512510,757,1736,2493,0.6963497793822704
06085512602,208,550,758,0.7255936675461742
06085512603,566,556,1122,0.49554367201426025
06085512604,461,750,1211,0.6193228736581338
06085513000,1825,714,2539,0.28121307601417883
06085513500,82,302,384,0.7864583333333334
06087100100,132,686,818,0.8386308068459658
06087100200,847,1857,2704,0.6867603550295858
06087100300,305,954,1259,0.7577442414614773
06087100400,222,199,421,0.47268408551068886
06087100500,919,1410,2329,0.605410047230571
06087100600,317,958,1275,0.7513725490196078
06087100700,623,442,1065,0.41502347417840374
06087100800,1560,1636,3196,0.5118898623279099
06087100900,795,1108,1903,0.582238570677877
06087101000,2173,1486,3659,0.40612189122711123
06087101100,564,1766,2330,0.7579399141630901
06087101200,361,826,1187,0.6958719460825611
06087110100,839,1670,2509,0.6656038262255879
06087110200,685,1486,2171,0.6844771994472594
06087110300,955,891,1846,0.4826652221018418
06087110400,918,1136,2054,0.5530671859785784
06087110501,1045,1269,2314,0.5484010371650822
06087110502,523,1077,1600,0.673125
06087110600,954,1421,2375,0.5983157894736842
06087110700,142,759,901,0.8423973362930077
06087120200,288,1340,1628,0.8230958230958231
06087120301,386,1597,1983,0.805345436207766
06087120302,206,854,1060,0.8056603773584906
06087120400,341,1707,2048,0.83349609375
06087120500,403,2032,2435,0.8344969199178645
06087120600,309,1526,1835,0.8316076294277929
06087120700,259,1330,1589,0.8370044052863436
06087120800,617,1673,2290,0.7305676855895197
06087120900,971,2153,3124,0.6891805377720871
06087121000,232,1140,1372,0.8309037900874635
06087121100,265,932,1197,0.7786131996658312
06087121200,403,1887,2290,0.8240174672489083
06087121300,612,1094,1706,0.6412661195779601
06087121401,332,634,966,0.6563146997929606
06087121402,539,965,1504,0.6416223404255319
06087121403,502,803,1305,0.6153256704980843
06087121500,1101,1231,2332,0.5278730703259005
06087121600,911,1822,2733,0.6666666666666666
06087121700,1255,1639,2894,0.5663441603317207
06087121800,817,1233,2050,0.6014634146341463
06087122001,398,1436,1834,0.7829880043620502
06087122002,167,1015,1182,0.8587140439932318
06087122003,974,1827,2801,0.6522670474830418
06087122100,554,989,1543,0.6409591704471809
06087122201,593,2045,2638,0.7752084912812737
06087122202,141,768,909,0.8448844884488449
06087122203,509,1115,1624,0.6865763546798029
06087122300,460,1025,1485,0.6902356902356902
06087122400,535,2073,2608,0.7948619631901841
06087122500,383,1319,1702,0.7749706227967098
06087123100,189,640,829,0.7720144752714113
06087123300,109,297,406,0.7315270935960592
06089010100,416,371,787,0.4714104193138501
06089010200,451,667,1118,0.5966010733452594
06089010300,683,929,1612,0.576302729528536
06089010400,411,1239,1650,0.7509090909090909
06089010500,826,1327,2153,0.6163492800743149
06089010601,136,800,936,0.8547008547008547
06089010602,599,1727,2326,0.7424763542562339
06089010603,93,417,510,0.8176470588235294
06089010702,435,1113,1548,0.7189922480620154
06089010703,973,728,1701,0.4279835390946502
06089010704,812,983,1795,0.5476323119777159
06089010803,1053,1347,2400,0.56125
06089010804,135,733,868,0.8444700460829493
06089010805,484,1424,1908,0.7463312368972747
06089010806,596,858,1454,0.5900962861072903
06089010807,409,1350,1759,0.7674815235929505
06089010900,715,921,1636,0.562958435207824
06089011001,96,547,643,0.8506998444790047
06089011002,482,1673,2155,0.7763341067285383
06089011100,210,1054,1264,0.8338607594936709
06089011209,1009,1179,2188,0.5388482632541134
06089011300,548,1375,1923,0.7150286011440458
06089011401,306,1202,1508,0.7970822281167109
06089011402,167,989,1156,0.8555363321799307
06089011403,216,859,1075,0.7990697674418604
06089011500,515,1587,2102,0.7549952426260704
06089011600,423,1098,1521,0.7218934911242604
06089011701,184,706,890,0.7932584269662921
06089011702,376,971,1347,0.7208611729769859
06089011703,307,909,1216,0.7475328947368421
06089011801,138,775,913,0.8488499452354874
06089011802,193,779,972,0.801440329218107
06089011803,243,872,1115,0.7820627802690583
06089011900,278,1447,1725,0.8388405797101449
06089012000,649,1129,1778,0.6349831271091113
06089012101,481,1319,1800,0.7327777777777778
06089012102,362,555,917,0.6052344601962922
06089012200,584,1628,2212,0.7359855334538878
06089012301,320,764,1084,0.7047970479704797
06089012302,477,1560,2037,0.7658321060382917
06089012303,246,1281,1527,0.8388998035363457
06089012400,291,1193,1484,0.8039083557951483
06089012500,141,583,724,0.8052486187845304
06089012601,392,1652,2044,0.8082191780821918
06089012603,360,1429,1789,0.7987702627166015
06089012604,164,773,937,0.8249733191035219
06089012701,493,1308,1801,0.7262631871182677
06089012702,288,885,1173,0.7544757033248082
06091010000,273,1046,1319,0.7930250189537529
06093000100,79,310,389,0.7969151670951157
06093000200,143,538,681,0.7900146842878121
06093000300,384,1321,1705,0.7747800586510264
06093000400,76,229,305,0.7508196721311475
06093000500,153,666,819,0.8131868131868132
06093000600,136,626,762,0.821522309711286
06093000701,294,1290,1584,0.8143939393939394
06093000702,759,1165,1924,0.6055093555093555
06093000703,389,1151,1540,0.7474025974025974
06093000800,335,1149,1484,0.7742587601078167
06093000900,790,2397,3187,0.7521179792908692
06093001000,960,2327,3287,0.7079403711591117
06093001100,273,672,945,0.7111111111111111
06093001200,149,479,628,0.7627388535031847
06095250103,528,1077,1605,0.6710280373831776
06095250104,233,537,770,0.6974025974025974
06095250105,740,1685,2425,0.6948453608247422
06095250106,195,1203,1398,0.8605150214592274
06095250200,504,968,1472,0.657608695652174
06095250300,277,830,1107,0.7497741644083108
06095250400,239,904,1143,0.7909011373578303
06095250501,146,586,732,0.8005464480874317
06095250502,257,814,1071,0.7600373482726424
06095250601,327,1136,1463,0.7764866712235133
06095250604,440,1013,1453,0.6971782518926359
06095250605,306,1116,1422,0.7848101265822784
06095250701,351,756,1107,0.6829268292682927
06095250801,756,777,1533,0.5068493150684932
06095250900,912,445,1357,0.32792925571112747
06095251000,453,638,1091,0.5847846012832264
06095251100,328,791,1119,0.7068811438784629
06095251200,351,887,1238,0.7164781906300485
06095251300,257,923,1180,0.7822033898305085
06095251400,626,1481,2107,0.7028951115329853
06095251500,609,801,1410,0.5680851063829787
06095251600,634,525,1159,0.45297670405522
06095251701,684,701,1385,0.5061371841155234
06095251702,436,597,1033,0.5779283639883833
06095251802,742,531,1273,0.4171249018067557
